component_idx,direction,vote_id,loading,question,category,date
3,neg,2023/h552,-0.07539537957365273,"H.Amdt. 525 (Pfluger) to H.R. 4394: To reduce the salary of Gene Rodrigues, Assistant Secretary for Electricity for the Office of Electricity, to $1.",amendment,2023-10-26T15:56:00
3,neg,2024/h145,-0.07512116553410146,H.R. 8038 (118th): 21st Century Peace through Strength Act,passage,2024-04-20T13:12:00
3,neg,2023/h369,-0.07497919609769586,H.Amdt. 291 (Ryan) to H.R. 4366: To increase and decrease funding $103 million to Army Military Construction in an effort to address flooding damage at the United States Military Academy at West Point.,amendment,2023-07-26T18:06:00
3,neg,2023/h553,-0.07404509078318439,"H.Amdt. 526 (Pfluger) to H.R. 4394: To reduce the salary of Andrew Light, Assistant Secretary of Energy for International Affairs, to $1.",amendment,2023-10-26T15:59:00
3,neg,2024/h398,-0.07321986482001723,H.Amdt. 1174 (Tenney) to H.R. 8998: To reduce the salary of the Chair of the Council on Environmental Quality Brenda Mallory to $1.,amendment,2024-07-24T21:40:00
3,neg,2024/h142,-0.07231258983328218,"H.Res. 1160 (118th): Providing for consideration of the bill (H.R. 8034) making emergency supplemental appropriations to respond to the situation in Israel and for related expenses for the fiscal year ending September 30, 2024, and for other purposes; pr",passage,2024-04-19T11:01:00
3,neg,2023/h460,-0.07152782247710894,"H.Amdt. 424 (Norman) to H.R. 4367: To reduce the salary of Blas Nuñez-Neto, Assistant Secretary for Border and Immigration Policy, to $1.",amendment,2023-09-28T16:42:00
3,neg,2023/h665,-0.07072262316383542,"H.Amdt. 771 (Greene) to H.R. 5894: To reduce the salary of Miguel Cardona, Secretary of Education, to $1.",amendment,2023-11-15T11:33:00
3,neg,2023/h453,-0.07033376329246618,"H.Amdt. 411 (Boebert) to H.R. 4367: To decrease the salary of head of the CRCL office, Shoba Sivaprasad Wadhia, to $1.",amendment,2023-09-27T23:30:00
3,neg,2023/h641,-0.07031457177899834,H.Amdt. 721 (Tenney) to H.R. 4664: To reduce the salary of White House Press Secretary Karine Jean-Pierre to $1.,amendment,2023-11-09T10:36:00
3,neg,2023/h551,-0.0699423009774713,"H.Amdt. 521 (Norman) to H.R. 4394: To reduce the salary of Jennifer M. Granholm, Secretary of the Department of Energy, to $1.",amendment,2023-10-26T15:53:00
3,neg,2023/h459,-0.06943981781326576,"H.Amdt. 423 (Norman) to H.R. 4367: To reduce the salary of Kimberly O'Connor, Executive Secretary of the Department of Homeland Security, to $1.",amendment,2023-09-28T16:38:00
3,neg,2023/h664,-0.0694065610243927,"H.Amdt. 770 (Greene) to H.R. 5894: To reduce the salary of Rachel Levine, Assistant Secretary for Health, to $1.",amendment,2023-11-15T11:29:00
3,neg,2023/h590,-0.0692987059263396,"H.Amdt. 593 (Norman) to H.R. 4821: To reduce the salary of Michael Regan, Administrator of the Environmental Protection Agency, to $1.",amendment,2023-11-02T23:04:00
