component_idx,direction,vote_id,loading,question,category,date
1,neg,2024/s149,-0.09666005925319107,S.Amdt. 1840 (Lee) to H.R. 7888: To appropriately address the use of amici curiae in Foreign Intelligence Surveillance Court proceedings and to require adequate disclosure of relevant information in Foreign Intelligence Surveillance Act of 1978 applicati,amendment,2024-04-19T23:23:00
1,neg,2023/s191,-0.09126657676461994,S.Amdt. 222 (Paul) to S. 2226: To express the sense of Congress that Article 5 of the North Atlantic Treaty does not supersede the constitutional requirement that Congress declare war before the United States engages in war.,amendment,2023-07-19T16:33:00
1,neg,2023/s195,-0.09101220373449487,S.Amdt. 376 (Lee) to S. 2226: To limit the availability of funds for the support of Ukraine.,amendment,2023-07-20T15:26:00
1,neg,2024/s144,-0.08786692517027833,S.Amdt. 1829 (Paul) to H.R. 7888: To append the Fourth Amendment Is Not For Sale Act.,amendment,2024-04-19T21:36:00
1,neg,2023/s201,-0.08674378837592472,"S.Amdt. 438 (Paul) to S. 2226: To provide for the independent and objective conduct and supervision of audits and investigations relating to the programs and operations funded with amounts appropriated or otherwise made available to Ukraine for military,",amendment,2023-07-26T21:36:00
1,neg,2023/s76,-0.07724170075852663,On the Amendment S. 316,amendment,2023-03-28T18:14:00
1,neg,2024/s145,-0.07534337061883684,S.Amdt. 1834 (Marshall) to H.R. 7888: To strike the prohibition on political appointees being involved in the approval of queries by the Federal Bureau of Investigation.,amendment,2024-04-19T22:07:00
1,neg,2024/s333,-0.06836651737604514,S.Amdt. 3346 (Paul) to H.R. 82: To adjust the normal and early retirement ages for Social Security benefits and increase the maximum age for delayed retirement credits.,amendment,2024-12-20T22:27:00
1,neg,2023/s65,-0.06580721417869574,S.Amdt. 2 (Paul) to S. 316: To repeal the 2001 Authorization for Use of Military Force.,amendment,2023-03-22T17:51:00
1,neg,2023/s140,-0.06069014843264936,S.Amdt. 93 (Hawley) to H.R. 3746: To require the imposition of additional duties with respect to articles imported from the People's Republic of China until trade between the United States and the People's Republic of China comes into balance.,amendment,2023-06-01T21:05:00
1,neg,2023/s203,-0.05488869254265458,S.Amdt. 1030 (Sanders) to S. 2226: To reduce military spending.,amendment,2023-07-27T13:03:00
1,neg,2023/s145,-0.05466458067309002,S.Amdt. 101 (Kaine) to H.R. 3746: To strike a provision relating to expediting completion of the Mountain Valley Pipeline.,amendment,2023-06-01T22:18:00
1,neg,2023/s281,-0.05315676180353655,S.Amdt. 1347 (Paul) to H.R. 4366: To reduce the amounts appropriated in divisions B and C and to rescind amounts appropriated to the Internal Revenue Service.,amendment,2023-11-01T12:43:00
1,neg,2023/s311,-0.05289889605576065,"S.Amdt. 1366 (Paul) to H.R. 6363: To reduce continuing funding by 15 percent, except for the Department of Defense, military construction, and the Department of Veterans Affairs and to rescind $30,000,000,000 from enforcement funds provided to the Intern",amendment,2023-11-15T22:10:00
1,neg,2023/s207,-0.05197511991379287,"S.Amdt. 1058 (Hawley) to S. 2226: To extend the period for filing claims under the Radiation Exposure Compensation Act and to provide for compensation under such Act for claims relating to Manhattan Project waste, and to improve compensation for workers ",amendment,2023-07-27T16:43:00
1,neg,2023/s136,-0.05100923821938302,S.Amdt. 107 (Paul) to H.R. 3746: In the nature of a substitute.,amendment,2023-06-01T19:30:00
2,pos,2023/s94,0.1587387062334773,"S. 870 (118th): An act to authorize appropriations for the United States Fire Administration and firefighter assistance grant programs, to advance the benefits of nuclear energy, and for other purposes.",passage,2023-04-20T13:50:00
2,pos,2023/s237,0.15219554468713814,"On the Nomination PN537: Gen. Randy A. George, in the Army, to be General",nomination,2023-09-21T11:45:00
2,pos,2023/s236,0.14476949599406472,"Motion to Invoke Cloture: Gen. Randy A. George for appointment as Chief of Staff of the Army and appointment in the U.S. Army to be General: Gen. Randy A. George, in the Army, to be General",cloture,2023-09-20T19:22:00
2,pos,2023/s208,0.1418508104597925,S.Amdt. 638 (Menendez) to S. 2226: To reauthorize the Firefighter Cancer Registry Act of 2018.,amendment,2023-07-27T17:10:00
2,pos,2023/s196,0.1254279617153958,S.Amdt. 931 (Cornyn) to S. 2226: To provide for an investment screening mechanism relating to covered sectors.,amendment,2023-07-25T17:34:00
2,pos,2024/s219,0.12095634639659515,Motion to Invoke Cloture on the Motion to Concur in the House Amendment to S. 2073 with an Amendment,cloture,2024-07-25T14:22:00
2,pos,2023/s212,0.11961581899232578,S. 2226 (118th): National Defense Authorization Act for Fiscal Year 2024,passage,2023-07-27T19:57:00
2,pos,2024/s221,0.11522379888480264,S. 2073 (118th): Kids Online Safety and Privacy Act,passage,2024-07-30T11:47:00
2,pos,2024/s325,0.10992925390570367,"H.R. 5009 (118th): To authorize appropriations for fiscal year 2025 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for suc",passage,2024-12-18T12:06:00
2,pos,2023/s206,0.10991551455155771,S.Amdt. 1065 (Gillibrand) to S. 2226: To amend title XXXIII of the Public Health Service Act with respect to funding for the World Trade Center Health Program.,amendment,2023-07-27T16:05:00
2,pos,2024/s327,0.10988226884811159,S. 4367 (118th): Thomas R. Carper Water Resources Development Act of 2024,passage,2024-12-18T18:40:00
2,pos,2023/s343,0.10667714386472925,H.R. 2670 (118th): National Defense Authorization Act for Fiscal Year 2024,passage,2023-12-13T18:46:00
2,pos,2023/s238,0.10621928673164775,"Motion to Invoke Cloture: Gen. Eric M. Smith for appointment as Commandant of the Marine Corps and appointment in the U.S. Marine Corps: to be General: Gen. Eric M. Smith, in the Marine Corps, to be General",cloture,2023-09-21T12:38:00
2,pos,2023/s239,0.10621928673164775,"On the Nomination PN691: Gen. Eric M. Smith, in the Marine Corps, to be General",nomination,2023-09-21T13:42:00
2,pos,2024/s17,0.1051460789056524,"On the Nomination PN13: Joel Matthew Szabat, of Maryland, to be a Director of the Amtrak Board of Directors for a term of five years",nomination,2024-01-23T14:57:00
2,pos,2024/s324,0.0977812033157266,Motion to Invoke Cloture: Motion to Concur in the House Amendment to the Senate Amendment to H.R. 5009,cloture,2024-12-16T17:23:00
2,pos,2023/s3,0.09761867037913922,"On the Nomination PN62: Roger Israel Zakheim, of Maryland, to be a Member of the Board of Directors of the United States Institute of Peace for a term of four years",nomination,2023-01-30T17:30:00
2,pos,2023/s4,0.0957747482627884,"S.Res. 21 (118th): A resolution supporting the observation of National Trafficking and Modern Slavery Prevention Month during the period beginning on January 1, 2023, and ending on February 1, 2023, to raise awareness of, and opposition to, human traffic",passage,2023-02-01T15:29:00
2,pos,2023/s341,0.09093332701267481,Motion to Invoke Cloture: Conference Report to Accompany H.R. 2670,cloture,2023-12-12T17:40:00
2,pos,2023/s211,0.09008306287045557,S.Amdt. 1087 (Reed) to S. 2226: To provide for a manager's amendment.,amendment,2023-07-27T19:31:00
2,neg,2024/s333,-0.12233933451580542,S.Amdt. 3346 (Paul) to H.R. 82: To adjust the normal and early retirement ages for Social Security benefits and increase the maximum age for delayed retirement credits.,amendment,2024-12-20T22:27:00
2,neg,2023/s65,-0.10944615038524784,S.Amdt. 2 (Paul) to S. 316: To repeal the 2001 Authorization for Use of Military Force.,amendment,2023-03-22T17:51:00
2,neg,2023/s255,-0.08960808925442278,"On the Nomination PN812: Jennifer L. Hall, of Pennsylvania, to be United States District Judge for the District of Delaware",nomination,2023-10-17T11:33:00
